23449.858	0.6516	0.7155	0.6182	0.4943	0.8064	0.6423	0.6516	0.7259
22111.2693	0.6821	0.7124	0.6602	0.6027	0.7604	0.6799	0.6821	0.7546
22793.6965	0.6695	0.7492	0.6297	0.5018	0.8345	0.6594	0.6695	0.741
22306.2214	0.6874	0.722	0.6629	0.6016	0.7718	0.6848	0.6874	0.7592
22440.7798	0.6767	0.7136	0.6517	0.5822	0.7698	0.6735	0.6767	0.7493
22302.0927	0.6846	0.7005	0.6716	0.6366	0.7319	0.6837	0.6846	0.7576
22159.0078	0.6768	0.6555	0.7036	0.735	0.6196	0.6759	0.6768	0.7591
21761.5455	0.683	0.6563	0.7188	0.758	0.6091	0.6814	0.683	0.7728
21375.1157	0.7001	0.7415	0.6718	0.6074	0.7915	0.6973	0.7001	0.7744
21634.3179	0.6968	0.7781	0.6536	0.5441	0.8472	0.6891	0.6968	0.7753
22603.8406	0.6759	0.8374	0.6206	0.4304	0.9177	0.6545	0.6759	0.7771
22412.1113	0.6937	0.7824	0.6488	0.5302	0.8548	0.6849	0.6937	0.7757
21701.0884	0.6904	0.7137	0.6723	0.6278	0.752	0.689	0.6904	0.7655
23523.168	0.681	0.8107	0.6293	0.466	0.8928	0.665	0.681	0.7626
21576.4382	0.6966	0.7707	0.6556	0.5531	0.8379	0.6898	0.6966	0.7759
21560.7135	0.6988	0.7372	0.6719	0.6106	0.7856	0.6962	0.6988	0.7745
23923.4414	0.6677	0.8389	0.6131	0.4089	0.9227	0.6433	0.6677	0.7677
23786.8579	0.6864	0.7015	0.6739	0.6407	0.7314	0.6856	0.6864	0.754
21637.2033	0.6905	0.6776	0.7047	0.7176	0.6637	0.6903	0.6905	0.7722
21530.7334	0.6942	0.6824	0.7071	0.7178	0.671	0.6941	0.6942	0.7763
21548.4755	0.7039	0.7701	0.6649	0.5748	0.831	0.6985	0.7039	0.7806
21543.7582	0.708	0.7587	0.6749	0.6035	0.8109	0.7045	0.708	0.7829
35032.7306	0.6846	0.708	0.6665	0.6199	0.7482	0.683	0.6846	0.7416
21605.4191	0.703	0.7598	0.6677	0.5872	0.8172	0.6987	0.703	0.78
21691.6549	0.7027	0.7192	0.689	0.6576	0.7471	0.702	0.7027	0.7764
21054.8686	0.7059	0.7463	0.6778	0.6171	0.7934	0.7033	0.7059	0.7807
21436.7765	0.7027	0.7366	0.6781	0.6239	0.7803	0.7006	0.7027	0.7792
22307.4851	0.6976	0.7758	0.6552	0.5494	0.8436	0.6904	0.6976	0.7736
21822.7535	0.7061	0.7719	0.6672	0.5788	0.8315	0.7009	0.7061	0.7822
28188.5458	0.7003	0.7832	0.6563	0.5476	0.8507	0.6927	0.7003	0.7707
21213.8562	0.7075	0.7549	0.676	0.6079	0.8056	0.7043	0.7075	0.785
21122.637	0.7117	0.7382	0.6912	0.6493	0.7732	0.7104	0.7117	0.7896
21035.1191	0.7133	0.7274	0.7012	0.6751	0.7508	0.7127	0.7133	0.7934
20973.4068	0.7097	0.7369	0.6887	0.6453	0.7731	0.7083	0.7097	0.7865
20736.1837	0.7141	0.77	0.6785	0.6044	0.8222	0.7103	0.7141	0.7935
21032.3269	0.7124	0.8085	0.6633	0.5508	0.8715	0.7042	0.7124	0.7954
20659.3808	0.7152	0.7331	0.7004	0.67	0.7598	0.7145	0.7152	0.7961
22345.7205	0.7123	0.788	0.6693	0.5749	0.8476	0.7064	0.7123	0.7937
20686.0631	0.7134	0.7229	0.705	0.6851	0.7413	0.7131	0.7134	0.7954
21128.2427	0.7147	0.7543	0.6866	0.6303	0.7977	0.7124	0.7147	0.7915
20516.9334	0.7206	0.7557	0.6947	0.6455	0.7945	0.7188	0.7206	0.7975
21428.5826	0.7132	0.7848	0.6716	0.5815	0.843	0.7078	0.7132	0.7918
21174.9541	0.7063	0.6949	0.7186	0.7274	0.6854	0.7062	0.7063	0.7897
20997.9065	0.7176	0.7251	0.7109	0.6941	0.7408	0.7174	0.7176	0.7997
20680.9048	0.7197	0.7727	0.6849	0.6164	0.8214	0.7164	0.7197	0.7992
21315.8747	0.7198	0.7897	0.6782	0.5933	0.8444	0.7149	0.7198	0.7986
20537.1329	0.7218	0.7516	0.699	0.6563	0.7863	0.7204	0.7218	0.8021
21092.9737	0.7193	0.8012	0.6736	0.5776	0.8589	0.7132	0.7193	0.7987
20696.39	0.7184	0.7623	0.688	0.6285	0.807	0.7159	0.7184	0.7974
20431.9586	0.7164	0.7166	0.7161	0.7087	0.7239	0.7163	0.7164	0.8006
