epoch,accuracy,loss,val_accuracy,val_loss
0,0.8469461798667908,0.2946018874645233,0.09809796512126923,10.413850784301758
1,0.8589969873428345,0.2688254117965698,0.08217170089483261,10.344274520874023
2,0.865519106388092,0.2588634788990021,0.06350964307785034,11.813872337341309
3,0.8713002800941467,0.24968457221984863,0.07363861054182053,10.949480056762695
4,0.8770895600318909,0.2404710352420807,0.08386529237031937,14.21926498413086
5,0.882569432258606,0.23154138028621674,0.06657113134860992,16.745637893676758
6,0.8874549269676208,0.22321484982967377,0.09265893697738647,17.414627075195312
7,0.8912981748580933,0.21620061993598938,0.08923918753862381,19.88134002685547
8,0.8966070413589478,0.2072114646434784,0.08464695513248444,20.132627487182617
9,0.9001164436340332,0.2010234296321869,0.07617899775505066,25.891447067260742
10,0.9051403403282166,0.1929863691329956,0.07907764613628387,27.93733787536621
11,0.907745897769928,0.18944069743156433,0.08086894452571869,26.646005630493164
12,0.9111494421958923,0.18359702825546265,0.08656852692365646,36.247684478759766
13,0.9146588444709778,0.17775602638721466,0.08197628706693649,40.41230773925781
14,0.91636061668396,0.17324401438236237,0.08604741841554642,39.20204544067383
15,0.9188603758811951,0.17054007947444916,0.08796899765729904,35.301612854003906
16,0.9228909015655518,0.1648886799812317,0.0761464312672615,42.70597839355469
17,0.9239982962608337,0.16268590092658997,0.0841909870505333,39.497928619384766
18,0.926058292388916,0.1582687795162201,0.09796769171953201,51.7647705078125
19,0.9286069273948669,0.15409857034683228,0.08347446471452713,59.20305633544922
20,0.9303249716758728,0.1511690318584442,0.0733780637383461,49.85429000854492
21,0.9329224228858948,0.14949382841587067,0.08096665143966675,60.198219299316406
22,0.9347218871116638,0.14562395215034485,0.08139004558324814,59.6109504699707
23,0.9354709982872009,0.14234401285648346,0.08142261952161789,59.2322998046875
24,0.9378322958946228,0.139386847615242,0.08946716785430908,63.887882232666016
25,0.9393631219863892,0.1375538557767868,0.08490750193595886,66.55607604980469
26,0.9408531785011292,0.13532182574272156,0.08757816255092621,62.36986541748047
27,0.9421722292900085,0.1322358250617981,0.0868942141532898,59.31395721435547
