epoch,accuracy,loss,val_accuracy,val_loss
0,0.8493607640266418,0.3469083905220032,0.008905087597668171,2.430030584335327
1,0.8627939224243164,0.31652313470840454,0.0035695498809218407,3.2811801433563232
2,0.8672747611999512,0.30618053674697876,0.002179304137825966,4.700486183166504
3,0.8727138042449951,0.297019362449646,0.020027052611112595,2.774444341659546
4,0.8774858117103577,0.2864111363887787,0.012662508524954319,2.700570821762085
5,0.8818069696426392,0.2771588861942291,0.007026377134025097,2.753200054168701
6,0.8865132927894592,0.2662801742553711,0.038175396621227264,2.7988107204437256
7,0.8905338644981384,0.2566196024417877,0.014766664244234562,3.5511536598205566
8,0.895559549331665,0.24633245170116425,0.017133839428424835,4.0379319190979
9,0.8984058499336243,0.2373243272304535,0.023972345516085625,4.048344612121582
10,0.9029994606971741,0.22830745577812195,0.02209363505244255,3.920114278793335
11,0.9063530564308167,0.2202538251876831,0.03618396446108818,3.470759153366089
12,0.9094999432563782,0.21426109969615936,0.03873901069164276,3.4555397033691406
13,0.9133138656616211,0.20507968962192535,0.036033667623996735,4.260611057281494
14,0.9147135615348816,0.20103393495082855,0.04174494743347168,4.27548885345459
15,0.9171277284622192,0.19360652565956116,0.055046215653419495,3.9643003940582275
16,0.9210355877876282,0.18800804018974304,0.06579244136810303,4.057733535766602
17,0.9231209754943848,0.18246017396450043,0.10716164112091064,3.3160266876220703
18,0.924454927444458,0.1785764992237091,0.06624332815408707,4.939940929412842
19,0.9272449016571045,0.1738482266664505,0.08258811384439468,3.9428021907806396
20,0.9294242262840271,0.1692059487104416,0.03964079171419144,5.283022403717041
21,0.9312372803688049,0.16543996334075928,0.0689486712217331,4.946284294128418
22,0.9334447979927063,0.16052009165287018,0.06680694222450256,5.426980972290039
23,0.9332945346832275,0.1590327024459839,0.06045690178871155,5.282266139984131
24,0.9367326498031616,0.1548498123884201,0.06635605543851852,5.831154823303223
25,0.9375405311584473,0.15229268372058868,0.07424663752317429,5.217939376831055
26,0.9385644197463989,0.14914529025554657,0.07127827405929565,5.256078243255615
27,0.9405559301376343,0.14708998799324036,0.05711279809474945,6.078258037567139
28,0.9411101341247559,0.14380954205989838,0.0639137327671051,5.8641557693481445
29,0.942021369934082,0.1423400193452835,0.05294205993413925,6.574278354644775
30,0.9437968134880066,0.1396544724702835,0.06620575487613678,6.491598129272461
