18583.9168	0.7035	0.7517	0.6709	0.6074	0.7995	0.7007	0.7035	0.7772
18058.4221	0.7127	0.7417	0.6899	0.6523	0.773	0.7116	0.7127	0.7925
17545.7564	0.7219	0.7548	0.6965	0.6568	0.7868	0.7207	0.7219	0.8024
17609.2549	0.7248	0.7486	0.7052	0.6766	0.7729	0.7241	0.7248	0.8065
17284.3212	0.7322	0.7599	0.7099	0.6787	0.7857	0.7315	0.7322	0.8154
17257.5185	0.7357	0.7535	0.7204	0.7005	0.771	0.7354	0.7357	0.8185
17189.1611	0.7323	0.716	0.7513	0.7697	0.695	0.7319	0.7323	0.8204
17010.0704	0.7409	0.7441	0.7379	0.7342	0.7477	0.7409	0.7409	0.8262
17262.6287	0.7381	0.7337	0.7426	0.7472	0.729	0.738	0.7381	0.8272
18282.9409	0.7324	0.7088	0.762	0.7886	0.6763	0.7316	0.7324	0.8284
18197.1437	0.7354	0.713	0.763	0.7876	0.6833	0.7347	0.7354	0.831
19881.8516	0.7199	0.6774	0.7891	0.8394	0.6005	0.7159	0.7199	0.8299
19359.4901	0.7345	0.7056	0.7729	0.8047	0.6645	0.7332	0.7345	0.8329
20605.4533	0.7239	0.6852	0.7829	0.828	0.6198	0.7209	0.7239	0.8317
20617.2213	0.7306	0.6962	0.7797	0.8181	0.6432	0.7286	0.7306	0.8341
21790.8373	0.7345	0.7024	0.7786	0.8134	0.6556	0.7328	0.7345	0.8327
25222.9094	0.7153	0.6693	0.7957	0.851	0.5797	0.71	0.7153	0.8315
26494.755	0.7108	0.6608	0.8057	0.8659	0.5559	0.7037	0.7108	0.8337
28571.0742	0.7054	0.6521	0.8157	0.88	0.5309	0.6961	0.7054	0.8326
33335.8872	0.6967	0.6409	0.8249	0.8938	0.4996	0.6844	0.6967	0.8338
32948.6892	0.6987	0.6452	0.8143	0.8824	0.5152	0.6883	0.6987	0.8332
34361.8884	0.7051	0.6524	0.8134	0.8777	0.5328	0.6961	0.7051	0.8323
39704.7188	0.7007	0.6468	0.8168	0.8837	0.5178	0.6904	0.7007	0.8331
40677.1612	0.7075	0.6561	0.8089	0.8715	0.5435	0.6994	0.7075	0.8318
46179.9191	0.6962	0.6406	0.8244	0.8936	0.499	0.6839	0.6962	0.8317
48187.5418	0.6854	0.6293	0.8264	0.9013	0.4696	0.67	0.6854	0.8327
59505.4269	0.6844	0.6277	0.8314	0.9061	0.463	0.6682	0.6844	0.8317
65831.6796	0.6768	0.6205	0.8311	0.9097	0.4442	0.6584	0.6768	0.8303
57350.7892	0.6957	0.6403	0.823	0.8926	0.499	0.6835	0.6957	0.8322
63145.6096	0.6854	0.6293	0.8266	0.9015	0.4694	0.67	0.6854	0.8284
75427.062	0.6732	0.6168	0.835	0.9145	0.4322	0.6531	0.6732	0.8312
103842.7765	0.6678	0.6112	0.8413	0.9218	0.414	0.645	0.6678	0.8297
88016.4743	0.6738	0.6174	0.8339	0.9134	0.4344	0.654	0.6738	0.8284
78378.0011	0.6767	0.6199	0.8353	0.9131	0.4406	0.6577	0.6767	0.8287
76858.806	0.6932	0.6375	0.8245	0.8954	0.4912	0.6802	0.6932	0.8328
75045.9921	0.695	0.6402	0.8196	0.8898	0.5004	0.683	0.695	0.8305
76627.133	0.6925	0.6369	0.8236	0.8949	0.4902	0.6794	0.6925	0.831
103348.0516	0.6674	0.6112	0.8377	0.9194	0.4157	0.645	0.6674	0.8289
99907.6189	0.674	0.617	0.8389	0.9172	0.4311	0.6536	0.674	0.8306
106890.1786	0.6726	0.6157	0.8396	0.9183	0.4272	0.6517	0.6726	0.8297
133811.1188	0.6564	0.6011	0.8444	0.9292	0.3838	0.6288	0.6564	0.8272
111539.1509	0.6813	0.6248	0.8311	0.9074	0.4555	0.6642	0.6813	0.8275
107404.3068	0.6711	0.6141	0.8408	0.9199	0.4224	0.6494	0.6711	0.8295
158238.1342	0.6452	0.5915	0.8502	0.9378	0.3528	0.612	0.6452	0.8228
109471.9962	0.6757	0.619	0.8348	0.9132	0.4383	0.6563	0.6757	0.8288
117885.6225	0.6752	0.6181	0.8387	0.9165	0.4341	0.6552	0.6752	0.8283
126599.0519	0.6678	0.6115	0.8384	0.9198	0.416	0.6453	0.6678	0.8252
146461.8695	0.6611	0.6052	0.8436	0.9265	0.396	0.6355	0.6611	0.8238
143270.205	0.6682	0.6116	0.8406	0.9212	0.4154	0.6455	0.6682	0.825
174525.4731	0.6517	0.5966	0.8519	0.936	0.3677	0.6212	0.6517	0.8231
