23740.612	0.6414	0.6242	0.664	0.7092	0.5737	0.6397	0.6414	0.7123
23207.0387	0.6592	0.6716	0.6485	0.622	0.6964	0.6587	0.6592	0.7252
22889.1464	0.6646	0.7181	0.6324	0.5412	0.7879	0.6594	0.6646	0.7345
22768.676	0.6672	0.7578	0.6238	0.4907	0.8434	0.6564	0.6672	0.743
22419.8087	0.6777	0.6933	0.6645	0.6365	0.7189	0.6772	0.6777	0.7488
22299.6067	0.6799	0.7076	0.6588	0.6124	0.7473	0.6784	0.6799	0.7517
22081.2504	0.6847	0.7421	0.6494	0.5653	0.8039	0.6801	0.6847	0.758
21993.3898	0.6848	0.688	0.6817	0.6754	0.6941	0.6848	0.6848	0.7609
21964.395	0.6864	0.702	0.6731	0.647	0.7257	0.6859	0.6864	0.7611
21862.7874	0.689	0.6933	0.6849	0.677	0.701	0.689	0.689	0.7659
21736.3749	0.6922	0.7239	0.6684	0.6207	0.7636	0.6906	0.6922	0.7667
21756.4489	0.6905	0.7064	0.6769	0.6512	0.7297	0.69	0.6905	0.7659
21800.6122	0.6916	0.7463	0.6569	0.5799	0.8032	0.6877	0.6916	0.7673
21481.7424	0.6963	0.7175	0.679	0.6468	0.7457	0.6956	0.6963	0.7723
21442.4704	0.6954	0.7011	0.69	0.6804	0.7104	0.6953	0.6954	0.7747
21378.8121	0.6983	0.7265	0.6764	0.6351	0.7613	0.697	0.6983	0.776
21408.5678	0.6979	0.7116	0.686	0.665	0.7309	0.6976	0.6979	0.7756
21457.712	0.6945	0.7016	0.6879	0.6761	0.7129	0.6944	0.6945	0.7752
21152.9204	0.7035	0.7344	0.6798	0.6368	0.7701	0.7021	0.7035	0.7804
21232.64	0.7004	0.7213	0.6832	0.6525	0.7482	0.6997	0.7004	0.7794
