18247.8984	0.7102	0.7666	0.6735	0.6041	0.8162	0.7069	0.7102	0.7869
17843.131	0.7169	0.7378	0.6994	0.6726	0.7611	0.7163	0.7169	0.7951
17849.659	0.7154	0.7211	0.71	0.7022	0.7286	0.7153	0.7154	0.7975
18467.3502	0.7153	0.7189	0.7118	0.7066	0.724	0.7153	0.7153	0.7968
17839.4373	0.7216	0.7723	0.6869	0.6283	0.8149	0.7192	0.7216	0.8028
18057.7216	0.7256	0.7705	0.6935	0.6423	0.8089	0.7237	0.7256	0.8069
17758.5297	0.7274	0.7812	0.6909	0.6314	0.8233	0.7248	0.7274	0.8116
17213.0442	0.7308	0.7443	0.7187	0.7028	0.7588	0.7306	0.7308	0.8148
17653.3513	0.7202	0.704	0.7393	0.7597	0.6808	0.7198	0.7202	0.8098
17896.2223	0.7292	0.7426	0.7172	0.7011	0.7572	0.7289	0.7292	0.8125
