23996.8098	0.6428	0.6473	0.6386	0.6263	0.6593	0.6427	0.6428	0.6963
23987.8288	0.6463	0.6454	0.6472	0.6482	0.6444	0.6463	0.6463	0.7069
23824.7229	0.6472	0.6445	0.6501	0.6554	0.6391	0.6472	0.6472	0.7099
23519.6163	0.6536	0.6869	0.6305	0.5637	0.7435	0.6508	0.6536	0.716
23520.3269	0.6498	0.6917	0.623	0.5393	0.76	0.6454	0.6498	0.7138
23601.0807	0.6555	0.6666	0.6459	0.6212	0.6899	0.6551	0.6555	0.7201
23230.3409	0.6612	0.6866	0.642	0.5922	0.7301	0.6595	0.6612	0.7241
23264.8647	0.6568	0.6527	0.6611	0.669	0.6446	0.6568	0.6568	0.7278
22911.3415	0.6661	0.7009	0.6416	0.5785	0.7535	0.6634	0.6661	0.7344
23412.5498	0.6664	0.6599	0.6734	0.6857	0.6471	0.6663	0.6664	0.739
22876.3555	0.6643	0.7581	0.6206	0.4817	0.8466	0.6526	0.6643	0.74
22610.6378	0.6723	0.7317	0.6373	0.5434	0.801	0.6667	0.6723	0.7445
22837.3817	0.6712	0.6801	0.6631	0.6454	0.697	0.671	0.6712	0.7411
23106.7002	0.6631	0.6483	0.681	0.7118	0.6144	0.6623	0.6631	0.7408
22740.5452	0.6751	0.6871	0.6647	0.6422	0.708	0.6748	0.6751	0.7459
22633.9503	0.6748	0.6999	0.6554	0.6112	0.7383	0.6734	0.6748	0.7457
22490.8617	0.6757	0.6917	0.6622	0.633	0.7184	0.6751	0.6757	0.7467
22458.5572	0.6779	0.6981	0.6615	0.626	0.7297	0.677	0.6779	0.7506
22502.055	0.6791	0.6873	0.6717	0.6564	0.7018	0.679	0.6791	0.7537
22727.206	0.6744	0.6796	0.6696	0.6591	0.6897	0.6743	0.6744	0.7474
